id,rle_mask
4a5769fbe8,
1230d07385,
2407342da4,2626 1 2726 2 2826 3 2927 3 3028 3 3129 3 3230 3 3331 3 3433 2 3535 1 4442 3 4542 4 4641 6 4737 11 4835 14 4934 16 5032 19 5131 21 5230 23 5328 26 5426 29 5525 31 5624 33 5723 35 5824 35 5924 36 6025 36 6126 36 6227 36 6328 39 6430 40 6531 41 6633 41 6734 42 6836 41 6938 41 7040 41 7141 42 7242 43 7344 42 7445 43 7547 43 7648 44 7749 45 7850 47 7950 53 8050 61 8113 12 8150 80 8243 1959
49e215f84c,7774 4 7874 5 7974 6 8074 7 8173 9 8271 12 8369 15 8469 16 8570 16 8670 17 8771 17 8871 18 8972 18 9073 18 9173 19 9274 19 9375 19 9475 20 9576 20 9677 20 9778 20 9878 21 9979 21 10079 22 10180 22
8cf16aa0f5,
097989f097,
09799a998e,86 16 187 16 289 15 390 15 492 14 594 13 695 13 797 12 899 11 1000 11 1102 10 1203 10 1305 9 1407 8 1509 7 1612 5 1714 4 1816 3 8180 2 8279 4 8378 6 8478 7 8578 8 8679 8 8780 8 8881 8 8983 7 9084 7 9187 5 9289 4
8c9f8d0790,1 12 102 12 203 12 304 12 405 13 506 13 607 13 708 13 809 13 910 13 1011 13 1112 13 1213 13 1314 14 1415 15 1516 16 1617 17 1718 18 1819 19 1920 20 2021 20 2122 21 2223 22 2324 23 2425 23 2526 24 2627 25 2728 25 2829 25 2930 25 3031 24 3132 24 3233 23 3334 23 3435 22 3536 21 3637 21 3738 21 3839 21 3940 21 4041 21 4142 21 4243 20 4344 19 4445 17 4546 16 4647 14 4748 14 4849 13 4950 13 5051 13 5152 13 5253 13 5354 14 5455 14 5556 14 5657 14 5758 14 5859 14 5960 14 6061 15 6162 16 6263 17 6364 17 6465 18 6566 18 6667 19 6768 19 6869 19 6970 18 7071 18 7172 18 7273 18 7374 18 7475 18 7576 18 7677 18 7778 18 7879 18 7980 18 8081 18 8182 18 8283 18 8384 18 8485 18 8586 18 8687 17 8788 16 8889 15 8990 14 9091 14 9192 13 9293 13 9394 13 9495 13 9596 13 9697 13 9798 14 9899 14 10000 14 10101 14
8ceb500014,
49b0c9b785,59 43 160 43 261 43 362 43 463 43 564 43 665 43 766 43 866 44 967 44 1068 44 1169 44 1270 44 1371 44 1472 44 1574 43 1674 44 1775 44 1876 44 1977 44 2078 44 2179 44 2280 44 2380 45 2481 45 2582 45 2683 45 2784 45 2885 45 2985 46 3086 46 3187 46 3288 46 3389 46 3490 46 3591 46 3691 47 3792 47 3892 48 3993 48 4094 48 4195 48 4296 48 4397 48 4498 48 4599 48 4700 48 4801 48 4902 48 5003 48 5103 49 5204 49 5304 50 5405 50 5506 50 5607 50 5707 51 5808 51 5909 51 6010 51 6111 51 6211 52 6312 52 6413 52 6514 52 6615 52 6715 53 6816 53 6917 53 7018 53 7119 53 7220 53 7321 53 7422 53 7523 53 7624 53 7725 53 7826 53 7927 53 8028 53 8129 53 8230 53 8331 53 8431 54 8533 53 8634 53 8735 53 8836 53 8937 53 9038 53 9139 53 9240 53 9341 53 9441 54 9542 54 9643 54 9744 54 9845 54 9946 54 10047 54 10148 54
8c8b8b7d6d,867 5 963 14 1050 31 1139 53 1234 65 1310 8892
23d24d6b0b,
498219f37e,
8c4081751a,
4963db2e0b,4328 6 4341 3 4427 24 4459 2 4526 42 4587 7 4624 47 4680 17 4717 87 4815 4995 9812 94 9915 85 10002 1 10017 84 10119 83
497735ff9a,1 2800 2829 60 2930 55 3031 44 3132 39 3233 35 3334 31 3435 24 3536 17 3637 12 3738 7 3839 2
495b31555e,70 32 171 32 273 31 375 30 477 29 579 28 680 28 781 28 883 27 984 27 1086 26 1187 26 1289 25 1390 25 1491 25 1593 24 1695 23 1797 22 1899 21 2001 20 2102 20 2204 17 2307 11 2409 6
23606093d7,
8b6939fa74,1 68 102 68 203 69 304 69 405 70 506 71 607 71 708 72 809 72 910 72 1011 72 1112 72 1213 73 1314 73 1415 74 1516 74 1617 75 1718 75 1819 76 1920 76 2021 76 2122 76 2223 75 2324 75 2425 74 2526 73 2627 71 2728 70 2829 68 2930 67 3031 66 3132 65 3233 64 3334 64 3435 64 3536 63 3637 63 3738 63 3839 63 3940 64 4041 64 4142 64 4243 63 4344 63 4445 62 4546 61 4647 60 4748 60 4849 59 4950 59 5051 59 5152 59 5253 58 5354 56 5455 54 5556 52 5657 51 5758 49 5859 47 5960 46 6061 45 6162 44 6263 44 6364 42 6465 41 6566 38 6667 36 6768 33 6869 30 6970 27 7071 24 7172 21 7273 18 7374 14 7475 11 7576 7
48588f24a8,4746 2 4845 4 4945 5 5045 6 5145 7 5246 7 5347 7 5448 7 5549 7 5649 8 5750 8 5851 8 5951 9 6052 9 6153 9 6254 9 6354 10 6454 11 6553 13 6653 14 6753 15 6853 16 6954 16 7054 17 7155 17 7256 17 7356 18 7457 18 7558 18 7659 18 7760 18 7861 18 7962 18 8062 19 8163 19 8264 19 8365 19 8466 19 8567 19 8668 19 8768 20 8869 20 8970 20 9071 20 9172 20 9272 21 9373 21 9474 21 9575 21 9676 21 9777 21 9878 21 9979 21 10080 21 10181 21
8b45ba83a7,
8b58bed470,
22f416fba8,7181 1 7273 17 7374 21 7475 26 7548 9 7576 83 7677 80 7778 81 7879 83 7980 88 8077 2125
22ef99e229,1819 4 1920 6 2021 8 2122 10 2223 11 2324 12 2425 14 2526 15 2627 16 2728 17 2829 19 2930 20 3031 21 3132 22 3233 24 3334 25 3435 27 3536 28 3637 30 3738 31 3839 33 3940 35 4041 38 4142 41 4243 46 4344 50 4445 53 4546 55 4647 56 4748 56 4849 56 4950 56 5051 55 5152 55 5253 55 5354 55 5455 55 5556 55 5657 56 5758 56 5859 56 5960 56 6061 56 6162 57 6263 57 6364 59 6465 61 6566 63 6667 65 6768 66 6869 68 6970 70 7071 74 7172 77 7273 80 7374 81 7475 81 7576 81 7677 82 7778 82 7879 81 7980 81 8081 80 8182 79 8283 79 8384 78 8485 78 8586 77 8687 76 8788 75 8889 74 8990 73 9091 72 9192 71 9293 70 9394 69 9495 69 9596 68 9697 67 9798 66 9899 65 10000 65 10101 65
47c58dfdae,
8a7db2c1d1,
0a050d38ca,3886 4 3976 19 4035 6 4076 22 4134 8 4176 25 4234 9 4276 28 4334 10 4376 30 4434 11 4476 32 4534 12 4576 34 4634 13 4676 35 4733 15 4777 36 4833 16 4878 36 4933 17 4978 37 5033 18 5079 37 5133 19 5180 37 5234 19 5281 38 5335 19 5382 38 5435 20 5483 39 5536 20 5584 39 5636 21 5685 40 5736 22 5786 40 5836 23 5887 41 5936 24 5988 43 6036 25 6089 73 6189 74 6290 74 6391 74 6491 75 6592 75 6692 76 6793 76 6893 77 6994 77 7094 78 7195 78 7296 78 7396 79 7497 79 7597 80 7698 80 7798 81 7899 81 7999 82 8100 82 8200 83 8301 83 8401 84 8501 85 8602 85 8703 85 8803 86 8904 86 9004 87 9105 87 9205 88 9306 88 9406 89 9507 89 9607 90 9708 90 9809 90 9909 91 10010 91 10111 91
8a4c33185f,6606 4 6704 15 6803 22 6902 27 6932 8 7001 41 7045 6 7101 52 7195 59 7292 65 7392 65 7491 67 7590 71 7690 75 7789 77 7890 79 7991 80 8091 81 8191 82 8292 82 8393 83 8495 83 8596 62 8662 17 8697 59 8764 16 8797 59 8866 15 8897 58 8967 15 8996 59 9069 15 9091 3 9095 60 9170 15 9192 64 9271 15 9293 63 9372 14 9394 63 9475 12 9495 63 9582 4 9596 63 9697 63 9798 62 9899 61 10000 62 10101 62
11bb6f999f,3738 2 3839 4 3940 6 4041 7 4142 8 4243 9 4344 10 4445 11 4546 11 4647 12 4748 13 4849 13 4950 14 5051 14 5152 14 5253 15 5354 15 5455 14 5556 14 5657 13 5758 12 5859 3
8974f6558c,
476b88ccd8,
22c08a8dba,
88ba38dab2,1 10201
45cabd3ca3,
227987aa07,
45bd9c2a06,5434 2 5530 11 5628 18 5726 26 5826 31 5926 34 6027 34 6127 35 6227 36 6327 37 6427 38 6528 38 6628 39 6729 39 6830 39 6931 39 7032 39 7132 40 7233 40 7334 40 7435 40 7536 40 7636 41 7737 41 7838 41 7939 41 8040 41 8141 41 8242 41 8343 41 8444 41 8545 41 8646 41 8747 41 8848 41 8949 41 9050 41 9151 41 9251 42 9352 42 9452 43 9552 44 9652 45 9753 45 9854 45 9955 45 10056 45 10157 45
86f858f81a,45 57 147 56 248 56 350 55 452 54 554 53 655 53 757 52 858 52 959 52 1061 51 1162 51 1263 51 1365 50 1466 50 1568 49 1669 49 1771 48 1873 47 1975 46 2076 46 2178 45 2280 44 2381 44 2483 43 2585 42 2686 42 2788 41 2889 41 2991 40 3093 39 3195 38 3297 37 3399 36 3501 35 3603 34 3705 33 3807 32 3908 32 4010 31 4111 31 4212 31 4313 31 4414 31 4515 31 4617 30 4719 29 4821 28 4922 28 5024 27 5126 26 5228 25 5330 24 5431 24 5533 23 5634 23 5736 22 5838 21 5939 21 6041 20 6144 18 6246 17 6348 16 6450 15 6552 14 6654 13 6756 12 6858 11 6959 11 7061 10 7162 10 7263 10 7364 10 7465 10 7567 9 7668 9 7769 9 7871 8 7973 7 8074 7 8176 6 8277 6 8379 5 8481 4 8584 2
8795906a9d,4 98 105 98 206 98 308 97 409 97 510 97 611 97 712 97 813 97 915 96 1016 96 1117 96 1218 96 1319 96 1420 96 1521 96 1622 96 1723 96 1824 96 1926 95 2027 95 2128 95 2229 95 2330 95 2430 96 2531 96 2631 97 2731 98 2830 2322 5154 99 5257 97 5360 95 5463 93 5568 89 5674 84 5782 77 5890 56 5954 6
2216d2a75b,
86f7134adf,
45911f71fb,1 67 102 67 203 68 304 68 405 69 506 71 607 72 708 73 809 74 910 75 1011 76 1112 77 1213 78 1314 79 1415 79 1516 80 1617 81 1718 82 1819 83 1920 84 2021 85 2122 86 2223 87 2324 88 2425 89 2526 90 2627 91 2728 92 2829 93 2930 93 3031 94 3132 95 3233 96 3334 96 3435 97 3536 98 3637 2928 6566 99 6667 98 6768 97 6869 96 6970 96 7071 96 7172 96 7273 95 7374 95 7475 95 7576 95 7677 95 7778 95 7879 94 7980 94 8081 94 8182 94 8283 94 8384 94 8485 94 8586 94 8687 94 8788 94 8889 94 8990 94 9091 94 9192 93 9293 93 9394 93 9495 93 9596 93 9697 93 9798 94 9899 94 10000 94 10101 94
4540ae2a91,1 21 102 21 203 21 304 21 405 21 506 21 607 21 708 21 809 21 910 21 1011 21 1112 21 1213 21 1314 21 1415 21 1516 21 1617 21 1718 21 1819 21 1920 21 2021 21 2122 21 2223 21 2324 21 2425 21 2526 21 2627 21 2728 21 2829 21 2930 21 3031 21 3132 21 3233 21 3334 22 3435 21 3536 21 3637 21 3738 21 3839 21 3940 20 4041 20 4142 20 4243 20 4344 20 4445 20 4546 19 4647 19 4748 18 4849 17 4950 17 5051 16 5152 16 5253 15 5354 15 5455 15 5556 14 5657 13 5758 12 5859 10 5960 8 6061 7 6162 5 6263 4 6364 3 6465 2 6566 1
21f1d4055a,
86aeea3b74,1 14 32 1 52 64 125 7 133 1 156 61 225 11 258 61 326 11 358 63 425 13 459 82 549 1 559 88 649 3 659 95 758 9444
8676b531a3,
217ffd92fc,1 1818 1823 97 1931 90 2036 86 2139 84 2245 79 2350 75 2457 69 2568 59 2678 13 2699 6
8596457c74,51 51 152 51 253 51 353 52 453 53 554 53 654 54 755 54 855 55 956 55 1056 56 1156 57 1256 58 1356 59 1456 60 1557 60 1658 60 1759 60 1860 60 1962 59 2063 59 2164 59 2265 59 2365 60 2466 60 2566 61 2667 61 2767 62 2867 63 2968 63 3068 64 3169 64 3270 64 3370 65 3471 65 3572 65 3673 65 3775 64 3876 64 3977 64 4079 63 4180 63 4282 62 4384 61 4485 61 4587 60 4688 60 4790 59 4892 58 4993 58 5095 57 5196 57 5298 56 5399 56 5502 54 5604 53 5707 51 5810 49 5912 48 6015 46 6116 46 6218 45 6319 45 6420 45 6522 44 6623 44 6725 43 6827 42 6928 42 7030 41 7132 40 7234 39 7336 38 7438 37 7539 37 7641 36 7742 36 7843 36 7945 35 8046 35 8148 34 8250 33 8352 32 8454 31 8556 30 8658 29 8760 28 8863 26 8966 24 9070 21 9175 17 9281 12 9387 7
85f763a9b4,51 51 151 52 252 52 352 53 452 54 549 58 647 61 746 63 845 65 944 67 1043 69 1143 70 1243 71 1344 71 1445 71 1546 71 1647 71 1748 71 1849 71 1950 71 2050 72 2151 72 2253 71 2354 71 2456 70 2557 70 2659 69 2760 69 2861 69 2963 68 3064 68 3165 68 3267 67 3370 65 3472 64 3575 62 3678 60 3781 58 3883 57 3986 55 4089 53 4192 51 4297 47 4402 43 4508 38 4616 31 4726 22 4844 5
85fe1cb502,
435935f0bf,
84f510947a,9272 21 9366 28 9455 40 9542 54 9637 60 9724 74 9821 78 9921 79 10020 81 10120 82
8500564b08,707 1 807 2 906 4 1007 4 1107 5 1208 5 1308 6 1409 6 1510 6 1610 7 1711 7 1812 7 1912 8 2013 8 2114 8 2215 8 2316 8 2417 8 2517 9 2618 9 2719 9 2820 9 2920 10 3021 10 3121 11 3221 12 3322 12 3422 13 3522 14 3623 14 3723 15 3824 15 3925 15 4025 16 4126 16 4227 16 4327 17 4428 17 4528 18 4629 18 4729 19 4829 20 4930 20 5030 21 5130 22 5230 23 5330 24 5430 25 5530 26 5630 27 5729 29 5829 30 5928 32 6028 33 6128 34 6227 36 6327 37 6426 39 6526 40 6626 41 6726 42 6825 44 6925 45 7025 46 7125 47 7225 48 7324 50 7424 51 7524 52 7623 54 7723 55 7823 56 7922 58 8022 59 8121 61 8221 62 8321 63 8420 65 8520 66 8619 68 8718 70 8817 72 8917 73 9016 75 9116 76 9216 77 9315 79 9413 82 9512 84 9612 85 9711 87 9810 89 9910 90 10010 91 10111 91
4325dc8108,
847550431e,
42f38d930f,4564 8 4647 32 4748 35 4849 37 4950 39 5051 40 5152 42 5253 43 5354 44 5455 45 5556 46 5657 47 5758 48 5859 48 5960 49 6061 49 6162 50 6263 51 6364 52 6465 53 6566 54 6667 54 6768 55 6869 55 6970 55 7071 55 7172 56 7273 56 7374 57 7475 57 7576 58 7677 59 7778 60 7879 61 7980 61 8081 62 8182 62 8283 63 8384 63 8485 64 8586 64 8687 65 8788 66 8889 66 8990 67 9091 68 9192 69 9293 70 9394 71 9495 72 9596 73 9697 75 9798 76 9899 77 10000 77 10101 78
42f76c7c21,
8449ff9997,
20bdf88bee,
20c82f0e9c,1 6934 6944 87 7071 41 7172 36 7273 31 7374 26 7475 21 7576 16 7677 12 7778 8
0b0b0362be,
837d92f194,1 94 102 94 203 95 304 95 405 96 506 97 607 98 708 99 809 9393
4273671d5d,30 72 131 72 232 72 333 72 434 72 536 71 637 71 738 71 840 70 941 70 1043 69 1144 69 1245 69 1347 68 1449 67 1550 67 1652 66 1755 64 1857 63 1959 62 2061 61 2163 60 2266 58 2369 56 2473 53 2577 50 2683 45 2787 42 2891 39 2997 34 3100 32 3204 29 3307 27 3410 25 3514 22 3618 19 3736 2
82d226eb19,95 7 196 7 297 7 398 7 499 7 600 7 701 7 802 7 902 8 1003 8 1104 8 1205 8 1306 8 1407 8 1508 8 1609 8 1710 8 1810 9 1911 9 2011 10 2112 10 2213 10 2313 11 2414 11 2515 11 2616 11 2716 12 2817 12 2919 11 3020 11 3120 12 3221 12 3322 12 3423 12 3524 12 3624 13 3725 13 3826 13 3927 13 4028 13 4129 13 4230 13 4331 13 4431 14 4532 14 4633 14 4735 13 4836 13 4937 13 5038 13 5139 13 5240 13 5342 12 5443 12 5544 12 5645 12 5746 12 5847 12 5948 12 6049 12 6150 12 6250 13 6351 13 6451 14 6552 14 6652 15 6752 16 6853 16 6954 16 7055 16 7156 16 7257 16 7358 16 7459 16 7559 17 7660 17 7761 17 7862 17 7963 17 8065 16 8166 16 8267 16 8368 16 8469 16 8569 17 8670 17 8771 17 8872 17 8973 17 9074 17 9175 17 9275 18 9376 18 9477 18 9577 19 9678 19 9779 19 9880 19 9981 19 10082 19 10183 19
82a6a0e66d,
825aa65d80,1 13 102 13 203 13 304 14 405 14 506 15 607 16 708 16 809 17 910 18 1011 18 1112 19 1213 19 1314 19 1415 19 1516 19 1617 19 1718 20 1819 20 1920 21 2021 21 2122 21 2223 21 2324 22 2425 22 2526 23 2627 23 2728 24 2829 24 2930 24 3031 24 3132 24 3233 25 3334 25 3435 26 3536 26 3637 27 3738 27 3839 28 3940 28 4041 29 4142 29 4243 30 4344 31 4445 32 4546 33 4647 33 4748 34 4849 35 4950 36 5051 37 5152 38 5253 39 5354 40 5455 41 5556 42 5657 43 5758 44 5859 44 5960 45 6061 46 6162 47 6263 48 6364 49 6465 50 6566 50 6667 51 6768 52 6869 53 6970 55 7071 56 7172 57 7273 58 7374 60 7475 62 7576 64 7677 66 7778 68 7879 70 7980 72 8081 74 8182 76 8283 77 8384 79 8485 81 8586 82 8687 84 8788 85 8889 87 8990 89 9091 90 9192 91 9293 92 9394 93 9495 93 9596 93 9697 93 9798 94 9899 94 10000 94 10101 94
81809318af,1 14 102 14 203 15 304 15 405 17 506 19 607 21 708 23 809 24 910 24 1011 25 1112 25 1213 26 1314 27 1415 28 1516 30 1617 31 1718 32 1819 32 1920 33 2021 33 2122 33 2223 33 2324 34 2425 34 2526 36 2627 37 2728 40 2829 44 2930 47 3031 48 3132 49 3233 50 3334 50 3435 50 3536 50 3637 49 3738 48 3839 47 3940 46 4041 46 4142 45 4243 45 4344 45 4445 45 4546 45 4647 45 4748 45 4849 44 4950 44 5051 44 5152 43 5253 43 5354 43 5455 42 5556 42 5657 42 5758 41 5859 41 5960 41 6061 41 6162 40 6263 40 6364 40 6465 40 6566 40 6667 40 6768 39 6869 39 6970 39 7071 38 7172 38 7273 37 7374 36 7475 35 7576 34 7677 33 7778 33 7879 32 7980 32 8081 32 8182 33 8283 33 8384 34 8485 36 8586 37 8687 38 8788 39 8889 39 8990 40 9091 40 9192 40 9293 39 9394 39 9495 38 9596 37 9697 36 9798 35 9899 35 10000 34 10101 34
82301d3f95,
4194504947,5253 5 5354 9 5455 17 5556 22 5657 29 5758 46 5859 53 5960 62 6061 69 6162 77 6263 90 6359 3843
817a69e036,
10947d16b1,
4037f4ba93,1 7373 7379 96 7520 56 7626 32 7672 5 7734 16 7840 6
7fa74fdeba,56 46 157 46 259 45 361 44 462 44 563 44 664 44 765 44 865 45 966 45 1066 46 1167 46 1268 46 1369 46 1469 47 1570 47 1671 47 1771 48 1871 49 1972 49 2072 50 2172 51 2273 51 2374 51 2475 51 2577 50 2678 50 2780 49 2882 48 2984 47 3086 46 3188 45 3290 44 3392 43 3493 43 3595 42 3696 42 3798 41 3899 41 4001 40 4103 39 4205 38 4308 36 4411 34 4514 32 4617 30 4721 27 4824 25 4927 23 5031 20 5135 17 5238 15 5342 12 5446 9 5549 7 5651 6 5754 4 5857 2
8068909c83,
0b835fe552,
7ed6de6ae9,
7f1c1802d4,
7f23ba4e4a,1317 4 1415 8 1516 9 1617 10 1718 11 1754 6 1819 12 1851 11 1920 13 1939 6 1948 16 2021 44 2122 45 2223 46 2324 47 2425 49 2505 9 2526 52 2593 28 2627 59 2690 33 2728 97 2829 98 2930 7272
0b9686de0e,82 20 183 20 284 20 386 19 487 19 588 19 690 18 791 18 893 17 994 17 1095 17 1197 16 1298 16 1398 17 1499 17 1599 18 1699 19 1800 19 1901 19 2002 19 2103 19 2205 18 2307 17 2409 16 2511 15 2613 14 2715 13 2816 13 2917 13 3019 12 3120 12 3221 12 3321 13 3422 13 3523 13 3623 14 3724 14 3826 13 3927 13 4028 13 4129 13 4231 12 4333 11 4435 10 4536 10 4638 9 4739 9 4840 9 4940 10 5040 11 5141 11 5241 12 5342 12 5443 12 5544 12 5645 12 5746 12 5847 12 5948 12 6050 11 6151 11 6252 11 6354 10 6455 10 6557 9 6658 9 6759 9 6860 9 6961 9 7062 9 7163 9 7264 9 7364 10 7465 10 7566 10 7666 11 7768 10 7869 10 7971 9 8073 8 8175 7 8277 6 8378 6 8479 6 8580 6 8681 6 8783 5 8884 5 8985 5 9086 5 9187 5 9289 4 9390 4 9491 4 9592 4 9693 4 9794 4 9895 4 9995 5 10096 5 10196 6
4026885307,
1ff696d59f,4849 1 4950 3 5051 4 5152 5 5253 6 5354 7 5455 8 5556 8 5657 8 5758 8 5859 9 5960 9 6061 9 6162 10 6263 10 6364 10 6465 10 6566 10 6667 9 6768 9 6869 8 6970 8 7071 7 7172 6 7273 5 7374 5 7475 4 7576 4 7677 3 7778 2 7879 1
7e4af53bfd,9091 6 9192 18 9293 23 9394 48 9495 52 9596 67 9697 70 9798 73 9899 75 10000 76 10101 77
7e8201578d,82 20 184 19 285 19 387 18 488 18 590 17 691 17 793 16 896 14 1000 11 1103 9 1206 7 1308 6 1411 4 1513 3 5554 2 5653 4 5753 5 5853 6 5953 7 6053 8 6152 10 6252 11 6349 15 6448 17 6547 19 6646 21 6746 22 6846 23 6946 24 7046 25 7146 26 7246 27 7346 28 7446 29 7547 29 7648 29 7749 29 7850 29 7951 29 8053 28 8155 27 8259 24 8364 20 8468 17 8573 5
7dd17aac9d,9470 1 9569 11 9669 14 9769 16 9869 18 9970 19 10070 20 10171 21
7d65bb33ed,75 27 176 27 277 27 379 26 480 26 581 26 682 26 784 25 885 25 986 25 1087 25 1189 24 1290 24 1391 24 1492 24 1593 24 1694 24 1795 24 1897 23 1998 23 2099 23 2200 23 2302 22 2403 22 2504 22 2604 23 2705 23 2806 23 2907 23 3008 23 3109 23 3210 23 3312 22 3413 22 3514 22 3615 22 3716 22 3817 22 3918 22 4019 22 4120 22 4221 22 4322 22 4423 22 4524 22 4625 22 4726 22 4827 22 4928 22 5029 22 5130 22 5231 22 5332 22 5433 22 5535 21 5636 21 5737 21 5838 21 5939 21 6040 21 6141 21 6242 21 6343 21 6444 21 6545 21 6646 21 6747 21 6848 21 6949 21 7050 21 7151 21 7253 20 7354 20 7455 20 7556 20 7657 20 7758 20 7860 19 7961 19 8063 18 8164 18 8265 18 8367 17 8467 18 8569 17 8670 17 8771 17 8872 17 8974 16 9076 15 9177 15 9278 15 9380 14 9481 14 9582 14 9683 14 9784 14 9885 14 9987 13 10088 13 10189 13
1fd17872d4,42 60 142 61 242 62 342 63 439 67 536 71 632 76 730 79 828 82 925 86 1022 90 1119 94 1216 8986
0bcfcf34d7,6061 6 6162 25 6263 30 6364 34 6465 37 6566 40 6667 44 6768 49 6869 53 6970 57 7071 61 7172 64 7273 67 7374 70 7475 73 7576 75 7677 78 7778 81 7879 83 7980 85 8081 87 8182 89 8283 91 8384 93 8485 95 8586 98 8687 1515
0fdfde6a55,
0fd7ee2ea9,
1fac01003f,1 91 102 91 203 91 304 91 405 91 506 92 607 92 708 92 809 93 910 93 1011 94 1112 94 1213 94 1314 94 1415 94 1516 94 1617 95 1718 95 1819 95 1920 95 2021 95 2122 95 2223 95 2324 95 2425 96 2526 96 2627 96 2728 96 2829 96 2930 97 3031 99 3132 100 3233 6969
1f83bc94df,1 8272 8275 89 8383 68 8485 66 8586 65 8687 53 8742 8 8788 53 8844 5 8889 45 8990 42 9091 41 9192 40 9293 40 9394 39 9495 27 9526 8 9596 23 9630 3 9697 22 9798 17 9816 4 9899 15 10000 13 10101 12
1f8d2fb264,1 7066 7071 95 7172 93 7273 90 7374 88 7475 86 7576 84 7677 82 7778 79 7879 76 7980 73 8081 70 8182 68 8283 66 8384 64 8485 63 8586 60 8687 58 8788 55 8889 53 8990 50 9091 47 9192 44 9293 41 9394 37 9495 33 9596 29 9697 26 9798 25 9899 25 10000 24 10101 24
7c6e3e4d9d,4771 25 4857 54 4925 5277
0fca192950,7071 3 7172 4 7273 5 7374 7 7475 8 7576 9 7677 10 7778 11 7879 12 7980 13 8081 14 8182 16 8283 17 8384 18 8485 19 8586 19 8687 19 8788 20 8889 20 8990 19 9091 19 9192 19 9293 18 9394 17 9495 17 9596 16 9697 15 9798 14 9899 13 10000 13 10101 13
7c1348eb50,91 11 191 12 292 12 392 13 492 14 590 17 688 20 786 23 883 27 980 31 1078 34 1177 36 1276 38 1375 40 1474 42 1573 44 1672 46 1770 49 1869 51 1968 53 2066 56 2165 58 2264 60 2363 62 2462 64 2561 66 2661 67 2761 68 2862 68 2963 68 3064 68 3166 67 3268 66 3370 65 3473 63 3575 62 3679 59 3783 56 3889 51 3993 48 4096 46 4199 44 4302 42 4406 39 4509 37 4612 35 4715 33 4817 32 4921 29 5024 27 5128 24 5230 23 5333 21 5435 20 5536 20 5638 19 5740 18 5842 17 5943 17 6045 16 6147 15 6249 14 6351 13 6453 12 6555 11 6656 11 6757 11 6858 11 6960 10 7061 10 7162 10 7264 9 7365 9 7467 8 7568 8 7671 6 7773 5 7875 4 7976 4 8078 3
fffd909d0f,1 88 102 88 203 88 304 87 405 87 506 87 607 87 708 87 809 86 910 86 1011 85 1112 84 1213 82 1314 80 1415 77 1516 74 1617 72 1718 68 1819 66 1920 64 2021 62 2122 61 2223 60 2324 59 2425 59 2526 59 2627 59 2728 59 2829 60 2930 60 3031 63 3132 65 3233 66 3334 68 3435 69 3536 70 3637 70 3738 70 3839 70 3940 70 4041 70 4142 70 4243 69 4344 68 4445 67 4546 65 4647 65 4748 64 4849 64 4950 64 5051 63 5152 63 5253 63 5354 63 5455 62 5556 62 5657 61 5758 60 5859 59 5960 58 6061 57 6162 56 6263 55 6364 54 6465 52 6566 51 6667 49 6768 48 6869 47 6970 46 7071 45 7172 44 7273 43 7374 41 7475 40 7576 39 7677 37 7778 36 7879 34 7980 32 8081 31 8182 29 8283 28 8384 25 8485 22 8586 18 8687 15 8788 13 8889 10 8990 8 9091 5
7a60a99114,
ff28f29ea4,1 29 102 29 203 29 304 28 405 28 506 28 607 28 708 27 809 27 910 27 1011 27 1112 26 1213 26 1314 26 1415 27 1516 27 1617 27 1718 27 1819 27 1920 27 2021 28 2122 28 2223 28 2324 28 2425 28 2526 28 2627 28 2728 28 2829 28 2930 28 3031 28 3132 27 3233 27 3334 28 3435 28 3536 28 3637 28 3738 28 3839 29 3940 29 4041 29 4142 30 4243 31 4344 31 4445 32 4546 32 4647 33 4748 33 4849 34 4950 35 5051 36 5152 36 5253 37 5354 38 5455 39 5556 40 5657 40 5758 41 5859 42 5960 43 6061 43 6162 44 6263 45 6364 45 6465 46 6566 46 6667 46 6768 47 6869 47 6970 48 7071 48 7172 48 7273 48 7374 49 7475 49 7576 49 7677 49 7778 49 7879 49 7980 49 8081 49 8182 49 8283 49 8384 49 8485 49 8586 49 8687 49 8788 49 8889 49 8990 49 9091 49 9192 49 9293 49 9394 49 9495 49 9596 49 9697 49 9798 49 9899 49 10000 49 10101 49
ff642cbc55,1 62 102 63 203 63 304 63 405 63 506 64 607 64 708 65 809 66 910 66 1011 67 1112 68 1213 68 1314 69 1415 69 1516 70 1617 70 1718 71 1819 71 1920 70 2021 70 2122 69 2223 68 2324 65 2425 62 2526 57 2627 55 2728 53 2829 52 2930 51 3031 51 3132 50 3233 49 3334 48 3435 48 3536 48 3637 48 3738 48 3839 49 3940 50 4041 52 4142 53 4243 55 4344 57 4445 57 4546 58 4647 58 4748 58 4849 58 4950 58 5051 58 5152 58 5253 58 5354 59 5455 59 5556 60 5657 61 5758 62 5859 63 5960 63 6061 63 6162 63 6263 63 6364 62 6465 62 6566 63 6667 63 6768 63 6869 63 6970 64 7071 64 7172 64 7273 64 7374 64 7475 65 7576 66 7677 66 7778 66 7879 66 7980 65 8081 64 8182 61 8283 57 8384 52 8485 49 8586 47 8687 45 8788 44 8889 43 8990 43 9091 42 9192 42 9293 42 9394 41 9495 41 9596 41 9697 41 9798 40 9899 40 10000 41 10101 41
7b0f7847a8,
